Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ATF6 KO MOUSE GSE35651 CREEDSID GENE 2662 UP	7/179	0.7723965229005467	0.972850623743684	0	0	0.7952283407639474	0.20537346859883387	EGR1;GRN;COL4A1;TIMP2;CD300LD;HOXD11;HOXD10
RUNX1 KO MOUSE GSE34292 CREEDSID GENE 2396 DOWN	7/179	0.7723965229005467	0.972850623743684	0	0	0.7952283407639474	0.20537346859883387	CDH3;GAL;GPATCH1;METTL7B;OMA1;HOXD10;ACTB
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2233 UP	5/132	0.774532993537568	0.9749121744463195	0	0	0.7695282919004307	0.19661064651611082	MRPS25;SDHAF3;KCTD12;NPTX1;CTSD
MYC ACTIVATION MOUSE GSE4356 CREEDSID GENE 752 DOWN	6/156	0.775260411984711	0.9751986226835403	0	0	0.7816977225672878	0.19898607263126153	NR4A1;ZC3H3;ANXA5;CNPY2;ENO2;LDLR
DMRTA2 OE MOUSE GSE25179 CREEDSID GENE 2204 UP	7/180	0.7772623477286122	0.9764577208103815	0	0	0.7905897151756567	0.1992106964167896	ACBD7;MAF;BDH1;FOXG1;HPRT1;NPTX1;SHB
KLF3 KO MOUSE GSE35592 CREEDSID GENE 2672 DOWN	7/180	0.7772623477286122	0.9764577208103815	0	0	0.7905897151756567	0.1992106964167896	MAF;SNRPD1;DAPK2;GLCCI1;TAF9B;DCAF12;NAALADL2
TFAP2C KD HUMAN GSE15481 CREEDSID GENE 2970 UP	12/296	0.7796018598072484	0.9787665562959726	0	0	0.825	0.20540183875194168	GJA1;MARCKS;PRDX4;MORN2;ID4;ME1;CYP1B1;TMTC2;CPE;ATXN7L3B;ENO2;CTSD
IRF8 KO MOUSE GSE39228 CREEDSID GENE 2195 DOWN	11/274	0.7828729018411476	0.9822411778084109	0	0	0.8166991766339721	0.19991564115365515	LSM10;PPP1R15A;CENPV;MARCKS;TTYH3;ARHGAP18;CD300LD;SEPHS2;ACTB;CTSC;ATOX1
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1598 DOWN	6/158	0.785468731695655	0.9848647143561845	0	0	0.7713305001634521	0.18625674633165987	CDC20;ZIC3;PCDH7;UTP20;NUDT15;POU4F1
SPI1 KD MOUSE GSE5654 CREEDSID GENE 202 DOWN	11/275	0.7867420371640919	0.985220492369763	0	0	0.8135622615331252	0.1951368658117379	DCTN6;EGR1;REEP5;ANXA5;LAMP2;DHX15;COTL1;RSRP1;NDUFA1;RNF7;POLR2K
JUN KO MOUSE GSE47898 CREEDSID GENE 3073 UP	7/182	0.7867624434198311	0.985220492369763	0	0	0.7814715025906736	0.1874194718939301	NR4A1;SMIM4;DHX37;RSPH14;PDAP1;CD300LD;KIF20A
FOXP3 ACTIVATION HUMAN GSE41087 CREEDSID GENE 1055 DOWN	14/344	0.7887224081475079	0.9870413202667017	0	0	0.828025558296957	0.19652428774545153	EGR1;GINS2;TIMM8A;FEN1;GLDC;VDR;DHCR24;MCOLN2;NUP160;IGF2R;ASPM;MAF;PLS3;DCAF12
PCGF6 KD MOUSE GSE56126 CREEDSID GENE 1340 UP	12/299	0.7907615160165653	0.9889587934284095	0	0	0.8162456445993032	0.19162089169420593	GSTM3;GAL;TNFRSF12A;PCDH7;HMGA2;CPE;LDOC1;TEX15;TAF9B;ARSB;CTSC;IGF2R
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 1078 UP	15/368	0.7931869632847183	0.9913191075426834	0	0	0.8292113278925821	0.192125211573184	EGR1;TOR3A;GRN;LIX1L;NR4A1;PINK1;MEX3A;PRKAR2B;RSRP1;TRIM25;ULK2;PDK2;ITM2B;TLR3;MXD4
REST KD MOUSE GSE28141 CREEDSID GENE 1331 UP	12/300	0.7943902066692929	0.9913191075426834	0	0	0.8133680555555556	0.1872214610644333	SPEN;EGR1;SLC35B4;UBLCP1;NFYC;DHX37;CCDC86;LDOC1;CEP41;EMC8;RAB8A;SRM
IRX5 KO MOUSE GSE38826 CREEDSID GENE 2744 UP	13/323	0.7948114073004742	0.9913191075426834	0	0	0.8185071815399105	0.18797051473240184	ECHS1;RNASEH2A;MRPS31;MRPL46;NAALADL2;MZT1;TMEM242;UCHL1;TRMT12;TNNI1;GLCCI1;EEF1E1;NUDT15
XBP1 OE MOUSE GSE6980 CREEDSID GENE 1507 DOWN	6/160	0.7953209940130581	0.9913191075426834	0	0	0.7612325562636122	0.17432947169028012	EEF1A1;SERP1;ARGLU1;PTMA;ACTB;RPS24
TP63 OE HUMAN GSE20286 CREEDSID GENE 2455 DOWN	9/231	0.7957467546978395	0.9913191075426834	0	0	0.7916982402963711	0.18088269423415848	ASPM;RAD50;STC2;TPR;KLF9;KIF14;TMEM106B;MTREX;SMC3
CREB1 KD MOUSE GSE17478 CREEDSID GENE 2158 DOWN	7/184	0.7959560898227961	0.9913191075426834	0	0	0.772559351307046	0.17630674159481258	GBP6;GCDH;PLA2G12A;PPIL1;SLC36A2;PXMP2;IQCG
RARA KO MOUSE GSE31280 CREEDSID GENE 1677 DOWN	5/136	0.7962055569038364	0.9913191075426834	0	0	0.7458733629624952	0.16998296499899765	EGR1;TTYH3;EN2;HMGA2;HOXB5
ATF6B KO MOUSE GSE35651 CREEDSID GENE 2660 UP	10/255	0.7986076384260266	0.9936757031691185	0	0	0.7969366540795112	0.17921951356317176	GBP6;EGR1;GRN;TTYH3;SYNPO2L;DDX23;ARL6IP5;TIMP2;HOXD11;HOXD10
MYC KD HUMAN GSE5823 CREEDSID GENE 2226 UP	9/232	0.7997802183283921	0.9940524776972853	0	0	0.7881061145802775	0.1760773410655626	SH3RF3;SLC15A1;SCFD2;MAGOH;DONSON;HMGN2;HOXB6;ARF5;ATOX1
RARB KO MOUSE GSE19925 CREEDSID GENE 2999 UP	7/185	0.8004389761468146	0.9940524776972853	0	0	0.7681783780636898	0.17099265194793653	CCNA2;ECHS1;C1QBP;ME1;CKS2;TMTC2;RNF5
PPARD KO MOUSE GSE16048 CREEDSID GENE 81 DOWN	7/185	0.8004389761468146	0.9940524776972853	0	0	0.7681783780636898	0.17099265194793653	EGR1;SLC30A8;LIX1L;GP2;SHISA2;TEX15;SLC25A5
DNMT1 KO HUMAN GSE3699 CREEDSID GENE 2851 UP	14/348	0.8021583907072626	0.9952505752723206	0	0	0.8179340692310577	0.18031290791654592	COX7B;CENPV;NDUFB6;RPL31;MRPL18;LILRA2;ATOX1;EEF1A1;KRTCAP2;NDUFS6;CCDC6;COTL1;TRIM25;TMEM106B
PPARA ACTIVATION MOUSE GSE17250 CREEDSID GENE 502 UP	10/256	0.8024239645839879	0.9952505752723206	0	0	0.793654818045062	0.1746978514366183	TOR3A;CPT1A;COL4A2;ACOX1;LPCAT3;TRIM25;TMTC2;GLUL;TSEN54;INHBE
NCOA3 KD MOUSE GSE50017 CREEDSID GENE 1712 UP	9/233	0.8037542259693958	0.9956345999151055	0	0	0.7845460614152203	0.1713933021026523	GSTM3;UBE2B;ATP5PB;IRS4;IQGAP1;SOX4;GLI3;CTSC;IGF1R
MYC KD HUMAN GSE5823 CREEDSID GENE 139 UP	9/233	0.8037542259693958	0.9956345999151055	0	0	0.7845460614152203	0.1713933021026523	YWHAE;WDR83OS;USP31;DNAJA2;CISD1;NDUFAF2;GPALPP1;MIEF2;TAF9B
ESRRA KO MOUSE GSE16623 CREEDSID GENE 2159 DOWN	8/210	0.8059117323201772	0.9976737244648893	0	0	0.7734275502239021	0.16689101331250772	CDC20;CCNA2;SDF2L1;COL4A2;COL4A1;NRG1;SLC5A3;HOXD10
MAF OE MACROPHAGE HUMAN GSE98368 RNASEQ DOWN	1/33	0.8070698915490339	0.998473911485203	0	0	0.6113542739443872	0.13104073663797802	PTMA
TET2 DEPLETION HUMAN GSE51901 CREEDSID GENE 2988 UP	11/282	0.8124441469458106	0.9999952284275633	0	0	0.7922520744458225	0.1645571805209791	PSMB6;TRIM60;EGR1;GSTM3;PTPRB;CCS;GDF15;NDUFA4;STC2;NFE2L3;KBTBD7
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 3025 DOWN	11/282	0.8124441469458106	0.9999952284275633	0	0	0.7922520744458225	0.1645571805209791	HEXIM1;EGR1;NR4A1;PRKAR2B;LIX1L;UPK3BL1;TMEM170B;RNF5;PDK2;ITM2B;TLR3
VDR OE HUMAN GSE5145 CREEDSID GENE 2944 DOWN	11/282	0.8124441469458106	0.9999952284275633	0	0	0.7922520744458225	0.1645571805209791	SAMD5;SH3RF3;EGR1;PKIB;BAMBI;HLX;WDR91;SLC9A9;PLS3;NPTX1;TLR3
SOX2 KO HUMAN GSE59234 CREEDSID GENE 2957 UP	10/259	0.8135518489937537	0.9999952284275633	0	0	0.7839674707144587	0.16176825274750967	LGI1;SLC9A9;TIMP2;COTL1;TMTC2;FIGNL2;SEMA3E;SHISA2;SHB;PDK2
NFKB1 KD HUMAN GSE65363 CREEDSID GENE 1558 UP	11/283	0.8159203543970576	0.9999952284275633	0	0	0.7892973006059865	0.16057348547859873	TTYH3;CDH3;MAF;BAMBI;STC2;FUCA2;PDK3;BLMH;NR2F2;SOX4;LRRC8E
MBD3 KD MOUSE GSE31008 CREEDSID GENE 1325 UP	11/283	0.8159203543970576	0.9999952284275633	0	0	0.7892973006059865	0.16057348547859873	RBM3;SLC7A6;ROCK1;ACOX1;RRP1;GREB1;ARL6IP5;TIMP2;EIF4EBP2;METTL7B;INHBE
ATF6 KO MOUSE GSE35651 CREEDSID GENE 2661 UP	5/140	0.816208401163159	0.9999952284275633	0	0	0.723620207591252	0.14695681728804635	GRN;MEX3A;GREB1;HOXD11;HOXD10
HSF1 KD HUMAN GSE3697 CREEDSID GENE 783 DOWN	13/330	0.8181292061352528	0.9999952284275633	0	0	0.8001335513136384	0.1606148093368445	PPP1R15A;EGR1;PARP1;MRPL18;SYNJ2BP;SLC5A3;GJA1;CYP1B1;POLR2G;KCTD12;SPTSSA;MSX1;NPTX1
TFAP2C SIRNA HUMAN GSE15481 CREEDSID GENE 2895 UP	12/307	0.8185258133308985	0.9999952284275633	0	0	0.793771186440678	0.15895295417879085	GJA1;MARCKS;PRDX4;MORN2;ID4;ME1;CYP1B1;TMTC2;CPE;ATXN7L3B;ENO2;CTSD
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 962 DOWN	8/214	0.8218392763067759	0.9999952284275633	0	0	0.7582483986625307	0.1487762448422341	GSTM3;ABCC4;GSTP1;GP2;CYP1B1;SLC5A3;PRDX6;MCOLN2
BACH2 KO MOUSE GSE30883 CREEDSID GENE 2701 UP	11/285	0.8227280900428635	0.9999952284275633	0	0	0.783452456003099	0.15287470298696942	ZBTB8A;SLC44A1;BDH1;GLDC;OAF;HLX;SLC9A9;PLS3;CPE;QSOX1;PPIC
DMRTA2 OE MOUSE GSE25179 CREEDSID GENE 2203 UP	11/285	0.8227280900428635	0.9999952284275633	0	0	0.783452456003099	0.15287470298696942	HOXB9;MAF;OAF;BAMBI;FOXG1;TRIM25;TEX15;LAMC1;SHB;HOXD9;HOXD10
ESRRB MUT MOUSE GSE8434 CREEDSID GENE 1047 DOWN	13/333	0.8275013698274221	0.9999952284275633	0	0	0.7925052137643378	0.15005651640642403	ABCC4;CENPV;IMP3;VDR;GLRX5;ZIC5;SHB;ZFP36L2;YRDC;SRSF2;NFE2L3;GLUL;TLR3
MYC KO MOUSE GSE58079 CREEDSID GENE 2553 UP	10/263	0.8276490219778918	0.9999952284275633	0	0	0.7714083801040322	0.14592431551391327	BLOC1S1;RNF149;SLC9A9;TIMP2;COTL1;MYH9;PDK2;ITM2B;TGFBR1;MXD4
FOXP3 INDUCTION MOUSE GSE35543 CREEDSID GENE 3036 DOWN	11/287	0.8293444912673039	0.9999952284275633	0	0	0.777692319293007	0.14552152220058737	NUDT21;LAPTM4B;RIDA;BAMBI;CHDH;LGALSL;PLS3;ARHGAP18;KCTD12;KBTBD7;SH3RF1
NFE2L2 KD HUMAN GSE38332 CREEDSID GENE 2212 UP	16/403	0.8301110513423815	0.9999952284275633	0	0	0.8061583038716443	0.15010328253130525	TTC14;ARHGAP18;NID1;HOXA13;HS2ST1;SERP1;DNAJB6;RNF149;RSRP1;TMEM106B;CPE;CYSTM1;NPTX1;ZNF268;DCAF12;PPIC
HSF1 KD HUMAN GSE3697 CREEDSID GENE 2093 DOWN	16/403	0.8301110513423815	0.9999952284275633	0	0	0.8061583038716443	0.15010328253130525	SYNJ2BP;SLC5A3;ADH5;IGF2R;DNAJB6;SCD;OPA3;SLC22A18;SPIN1;CYP1B1;TMEM106B;EIF4EBP2;NPTX1;MSX1;UBXN4;ZNF268
MYC KD HUMAN GSE5823 CREEDSID GENE 136 DOWN	11/288	0.8325815759035933	0.9999952284275633	0	0	0.7748434430140084	0.14196997145383833	SH3RF3;LSG1;UTP3;SHPK;POMP;KIF14;ATP5PO;MSI2;TENT2;SYNJ2BP;MRPS6
NR1I3 KO MOUSE GSE40120 CREEDSID GENE 3054 UP	12/312	0.8344310083701177	0.9999952284275633	0	0	0.7803333333333333	0.14124440160889998	CCNA2;EGR1;LAPTM4B;TUBA1B;BCLAF1;SDF2L1;GLDC;POP4;ME1;CTSC;NUP160;RTN4
WT1 KO MOUSE GSE15325 CREEDSID GENE 2156 DOWN	6/169	0.8353854056948526	0.9999952284275633	0	0	0.7188583622299279	0.12929537241385575	KRTCAP2;GDF15;SESN2;ISOC1;MSX1;ARF5
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1612 UP	11/289	0.8357716110259752	0.9999952284275633	0	0	0.7720150622478084	0.1384994217031995	PDLIM1;DLX2;MARCKS;GDF15;SCD;CYP1B1;SLC5A3;TMEM14A;IGF2R;INHBE;MXD4
FOXA1 OE HUMAN GSE49153 CREEDSID GENE 3051 DOWN	11/289	0.8357716110259752	0.9999952284275633	0	0	0.7720150622478084	0.1384994217031995	KRTCAP2;OR10H1;NDUFA7;USP49;PSMA2;MYCBP2;NOL7;DDX51;MRPL15;MSX1;COA6
DLX5 KO MOUSE GSE22381 CREEDSID GENE 29 DOWN	11/289	0.8357716110259752	0.9999952284275633	0	0	0.7720150622478084	0.1384994217031995	BDH1;ZIC2;BAMBI;IRS4;GAS1;LDOC1;KCTD12;MSX1;TVP23B;TMEM14A;GTF2F2
HSF1 KD HUMAN GSE3697 CREEDSID GENE 784 DOWN	13/336	0.836507268675463	0.9999952284275633	0	0	0.7850185790797303	0.14014157106227956	PPP1R15A;DFFA;PARP1;GDF15;PNMA1;SPR;SLC22A18;KCTD12;SPTSSA;MSX1;NPTX1;ZNF268;TLR3
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 961 UP	4/120	0.840755861416443	0.9999952284275633	0	0	0.6736962097463665	0.11685527321722718	CCNA2;PKIB;PRCC;KCTD12
MYB OE HUMAN GSE2816 CREEDSID GENE 2154 UP	4/120	0.840755861416443	0.9999952284275633	0	0	0.6736962097463665	0.11685527321722718	CSTB;PSMD14;CKS2;CDC42SE2
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2233 DOWN	17/430	0.8409749446166321	0.9999952284275633	0	0	0.8023401746890965	0.13896003229724757	ABT1;UVRAG;CENPV;PCDH7;RFLNB;HLA-A;SHISA2;ENO2;TMEM170B;GJA1;PINK1;TMEM256;GCNT2;NFE2L3;TRIM27;HOXA5;TLR3
CBX2 KO MOUSE GSE29485 CREEDSID GENE 381 UP	7/195	0.841209222585863	0.9999952284275633	0	0	0.7269319810384742	0.12569735016836472	HOXA9;ZBTB8A;ID4;TMTC2;GAS1;HOXC8;HOXA5
NRL DEFICIENCY MOUSE GSE4051 CREEDSID GENE 266 DOWN	8/220	0.8438120326283614	0.9999952284275633	0	0	0.7365536678932122	0.12508560917597403	CCNA2;RIC1;TBC1D32;MARS2;OMA1;SHISA2;ZFP36L2;HAUS1
PPARA KO MOUSE GSE6864 CREEDSID GENE 1373 DOWN	7/196	0.844893253083977	0.9999952284275633	0	0	0.7230473997313376	0.12186601481676614	EEF1A1;RBM3;PGRMC1;PINK1;RFK;LAP3;SLC25A5
HSF1 KD HUMAN GSE3697 CREEDSID GENE 780 DOWN	9/245	0.8469197309255286	0.9999952284275633	0	0	0.7441786789165215	0.12364480937006851	CCS;SPR;GDF15;SLC22A18;COTL1;QSOX1;ZNF268;CTSD;IGF2R
CEBPG KO MOUSE GSE47777 CREEDSID GENE 3104 DOWN	7/197	0.8485084385269197	0.9999952284275633	0	0	0.7192037087537496	0.11814736842943042	EGR1;ICE1;RFLNB;ISOC1;MYH9;DHCR24;LDLR
MECP2 KO MOUSE GSE8720 CREEDSID GENE 2418 DOWN	9/246	0.8501514200927139	0.9999952284275633	0	0	0.7409992507590993	0.12029441418906002	PKIB;RNASEH2C;MARCKSL1;MARCKS;PPP1R14C;TNFRSF12A;KIF4A;MMP17;YDJC
SRF KD HUMAN GSE22606 CREEDSID GENE 2327 DOWN	10/270	0.850338046667864	0.9999952284275633	0	0	0.7503598272829042	0.12164931561778848	BEX3;PKIB;NT5DC1;STEAP4;SDF2L1;PNMA1;PRKAR2B;QSOX1;TMEM170B;SEPHS2
DUX4 OE HUMAN GSE33799 CREEDSID GENE 1430 UP	11/294	0.8510263523126295	0.9999952284275633	0	0	0.7581729867665822	0.12230254079880908	PPP1R15A;GDF15;LIX1L;TRIM25;ELOA;FBXO6;LAP3;MSI2;DYNLL2;TLR3;GAL3ST4
SATB2 OE MOUSE GSE17490 CREEDSID GENE 2227 DOWN	6/174	0.8547675371514261	0.9999952284275633	0	0	0.6972789115646258	0.10942100457171636	NDUFA9;ZIC2;STC2;ZIC5;TAF9B;PTRHD1
TAL1 KD HUMAN GSE54075 CREEDSID GENE 2565 DOWN	12/319	0.8548875760497319	0.9999952284275633	0	0	0.7622557003257329	0.11951049527724138	RBM27;PRDX2;MYL6;SLC30A8;MAF;SYAP1;LGALSL;PAPOLA;ATP1B3;NR2F2;OSGEP;SH3RF1
NEUROD1 KO MOUSE GSE35396 CREEDSID GENE 3093 DOWN	9/248	0.8564526411831489	0.9999952284275633	0	0	0.7347202127243577	0.1138494934960164	ATP5F1B;RPL31;PPA1;NDUFA4;CRX;SHISA2;TMEM170B;SLC25A5;OSGEP
SATB1 OE MOUSE GSE17490 CREEDSID GENE 2218 UP	4/124	0.8585200830840288	0.9999952284275633	0	0	0.6511019283746556	0.09932247759088886	LAPTM4B;PNMA1;RNF7;NAALADL2
SRF KO MOUSE GSE34545 CREEDSID GENE 2884 DOWN	4/124	0.8585200830840288	0.9999952284275633	0	0	0.6511019283746556	0.09932247759088886	NR4A1;JPH2;BDH1;POLR3D
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 965 UP	3/98	0.8611302647609971	0.9999952284275633	0	0	0.6170115691706045	0.09224908581445072	GBP6;STEAP4;POP4
NFE2L2 KO MOUSE GSE29632 CREEDSID GENE 2152 UP	4/125	0.8626880278331107	0.9999952284275633	0	0	0.6456867700293696	0.09536932451574387	LSM8;TTYH3;POLR2A;FZD8
SOX2 KO MOUSE GSE55738 CREEDSID GENE 2990 DOWN	8/226	0.8635808092910224	0.9999952284275633	0	0	0.7160531424873425	0.1050219407708253	HOXA9;EID2;PPP1R14C;PRKAR2B;ID4;RFLNB;TEX15;GLUL
MYC OE MOUSE GSE38304 CREEDSID GENE 1846 DOWN	8/226	0.8635808092910224	0.9999952284275633	0	0	0.7160531424873425	0.1050219407708253	EGR1;TSPAN13;CFL1;CAT;BSDC1;POLR2G;DCAF12;ACTB
STAT6 KD HUMAN GSE50588 CREEDSID GENE 2805 UP	11/299	0.8651516070499277	0.9999952284275633	0	0	0.744811538906232	0.10788633807361903	SRRM2;PPP1R15A;INF2;TXNDC9;POLR3A;SYNPO2L;DHX37;PAPOLA;MCOLN2;EPN1;ABCF1
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 2187 DOWN	11/299	0.8651516070499277	0.9999952284275633	0	0	0.744811538906232	0.10788633807361903	EGR1;NR4A1;RING1;GDF15;RAB1B;ME1;CYP1B1;SHB;PRDX6;MCOLN2;EPN1
NR1I2 KO HUMAN GSE55746 CREEDSID GENE 2903 DOWN	6/177	0.8654708584202404	0.9999952284275633	0	0	0.6849369801314882	0.09896077377319225	PRDX2;EGR1;NR4A1;PPAT;ID4;COQ9
DLX5 DEFICIENCY MOUSE GSE22381 CREEDSID GENE 383 UP	4/126	0.8667504735741884	0.9999952284275633	0	0	0.6403603847717112	0.0915741912615222	TPR;SHISA2;MALSU1;POU4F1
NCOA2 KO MOUSE GSE55002 CREEDSID GENE 199 UP	5/152	0.8668812431535488	0.9999952284275633	0	0	0.6641270779252756	0.09487273542411856	CPT1A;SLC36A2;COL4A2;PPA1;GSTP1
PDX1 KO MOUSE GSE29048 CREEDSID GENE 387 DOWN	7/203	0.8687944447902303	0.9999952284275633	0	0	0.6969652109548483	0.09802726755204672	GAL;REEP5;VDR;GP2;TNNI1;OMA1;PPIC
KLF5 KO MOUSE GSE58719 CREEDSID GENE 2318 UP	6/178	0.8688900748670598	0.9999952284275633	0	0	0.6809186768741875	0.09569539694841388	GJA1;STEAP4;STC2;SLC16A10;SHISA2;DOC2B
FOXL2 OE HUMAN GSE39890 CREEDSID GENE 2737 DOWN	6/179	0.8722366652169818	0.9999952284275633	0	0	0.6769468279898037	0.09253489926428023	UVRAG;INTU;BAMBI;MRPL17;HOXC9;DYNLL2
GATA4 ABLATION MOUSE GSE30314 CREEDSID GENE 838 DOWN	8/229	0.8726777237875627	0.9999952284275633	0	0	0.7062203112971969	0.09617940320314278	CDH3;ENTPD4;VDR;PDK3;MPV17L2;COQ9;MCM6;NUBP2
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1609 UP	11/302	0.8731028693624543	0.9999952284275633	0	0	0.7370150652062749	0.10001434155452972	PDLIM1;DLX2;MARCKS;GDF15;SCD;CYP1B1;LAMC1;SLC5A3;TMEM14A;INHBE;MXD4
ESR1 KD HUMAN GSE27473 CREEDSID GENE 480 DOWN	10/278	0.8733201057112218	0.9999952284275633	0	0	0.7276507276507277	0.09856255925093325	PKIB;SLC9A3R1;CDH3;TSPAN13;BAMBI;TRMT12;LDOC1;KBTBD7;GRHL2;HOXA5
MYC MYC  VS WT MOUSE GSE55272 CREEDSID GENE 1820 UP	9/254	0.874094535413162	0.9999952284275633	0	0	0.7164981880602709	0.0964168290284544	CCNA2;VDR;GP2;ME1;CD300LD;IFI30;TAF9B;SPC25;INHBE
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1661 DOWN	9/254	0.874094535413162	0.9999952284275633	0	0	0.7164981880602709	0.0964168290284544	SETX;PTCD3;PRKAR2B;MRPS36;FCF1;TRIM25;TOP1;TLR3;SPC25
ARID3B KO MOUSE GSE62069 CREEDSID GENE 2591 DOWN	7/205	0.8750393124693676	0.9999952284275633	0	0	0.6898518867430784	0.09208588980207716	CHCHD2;SCD;B3GALT1;SLC9A9;NDUFAF2;TIMM22;KCTD12
ARID3A OE MOUSE GSE56853 CREEDSID GENE 1339 DOWN	6/180	0.8755116348838328	0.9999952284275633	0	0	0.6730206325408724	0.0894759649568749	EGR1;UCHL1;KMT2C;SHISA2;ENO2;COX7C
FOXP3 ACTIVATION HUMAN GSE41087 CREEDSID GENE 1054 UP	11/303	0.875668230261548	0.9999952284275633	0	0	0.7344518409761521	0.09751169641237885	EGR1;YRDC;TIMM8A;RCN1;ING3;GLDC;HLX;PLS3;UMPS;TUBB4B;GLUL
MYC KD MOUSE GSE30323 CREEDSID GENE 2609 UP	9/255	0.8768562459549367	0.9999952284275633	0	0	0.7135476027657472	0.0937688715000112	TMEM223;PINK1;COL4A2;GLDC;VDR;GREB1;ARHGAP18;LZTR1;HOXB5
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 964 UP	5/155	0.8775360386923711	0.9999952284275633	0	0	0.6507411237504309	0.08501103396004998	GBP6;EGR1;NR4A1;TNFRSF12A;POP4
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 1262 DOWN	8/231	0.878462102102907	0.9999952284275633	0	0	0.6998120685484621	0.09068340549792209	PPP1R15A;RING1;KLF9;MIEF2;NPTX1;SHB;PRDX6;HOXA5
GFI1B KO MOUSE GSE20655 CREEDSID GENE 3013 DOWN	8/231	0.878462102102907	0.9999952284275633	0	0	0.6998120685484621	0.09068340549792209	PLA2G12A;UBLCP1;SLC16A10;DHCR24;TUBG1;EEF1E1;ARSB;TAF5L
HES1 OE MOUSE GSE54622 CREEDSID GENE 2771 DOWN	4/130	0.8819830691408146	0.9999952284275633	0	0	0.6199003017184835	0.07784857951856101	GJA1;RNF149;GAS1;KIF20A
MYC ACTIVATION MOUSE GSE4356 CREEDSID GENE 750 DOWN	4/130	0.8819830691408146	0.9999952284275633	0	0	0.6199003017184835	0.07784857951856101	PURA;TCF25;ENO2;DYNLL2
GATA6 KO MOUSE GSE52317 CREEDSID GENE 357 DOWN	7/208	0.8839433885659544	0.9999952284275633	0	0	0.679447322970639	0.08381815627910692	LGI1;PPIL1;MRPS25;BAMBI;STC2;GSTP1;MRPL15
ETS2 KD HUMAN GSE43459 CREEDSID GENE 2888 UP	8/233	0.8840283514457782	0.9999952284275633	0	0	0.6935177501152605	0.08548725960649173	PKIB;PRR14L;CAVIN1;ANXA5;ARHGAP18;SREK1IP1;LAMC1;ZNF268
NR3C1 KD HUMAN GSE50588 CREEDSID GENE 2808 UP	10/283	0.8861782124354093	0.9999952284275633	0	0	0.7141334064410988	0.08629388547413093	RSL1D1;TOR3A;TXNDC9;GLDC;CYP1B1;PFDN1;CYSTM1;ERH;SNX22;SMG8
HSF1 KD HUMAN GSE3697 CREEDSID GENE 779 DOWN	9/259	0.8874125032608773	0.9999952284275633	0	0	0.701981308411215	0.08384840333478073	SLC22A18;PXMP2;QSOX1;MSX1;NPTX1;SLC5A3;CTSD;ADH5;IGF2R
KDM2B OE MOUSE GSE34691 CREEDSID GENE 354 DOWN	11/308	0.8878748937209722	0.9999952284275633	0	0	0.7218946313639342	0.08585090854012048	EGR1;KRTCAP2;PINK1;NAXE;TBC1D32;SESN2;COTL1;FZD8;OMA1;SLC5A3;MRPS6
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1602 UP	12/333	0.889829564598086	0.9999952284275633	0	0	0.7284657320872274	0.08503040664747903	PDLIM1;DLX2;MARCKS;GDF15;ARL6IP5;CYP1B1;CPE;LAMC1;SLC5A3;TLR3;INHBE;MXD4
MYC OE HUMAN GSE43730 CREEDSID GENE 359 UP	9/260	0.8899316950718638	0.9999952284275633	0	0	0.6991473358900845	0.08152796677326832	STEAP4;TSPAN13;PRKAR2B;STC2;SALL4;CPE;EEF1E1;PDK2;LRRC8E
MYC KD HUMAN GSE5823 CREEDSID GENE 137 UP	11/309	0.8901950501635267	0.9999952284275633	0	0	0.7194337553862378	0.08368070903921665	SLC15A1;OAF;MAPK1;TTLL12;XKR4;MRPS7;TAF9B;RPAP2;CHCHD1;WDR43;TMEM154
KDM2B OE MOUSE GSE34691 CREEDSID GENE 607 UP	11/309	0.8901950501635267	0.9999952284275633	0	0	0.7194337553862378	0.08368070903921665	EGR1;KRTCAP2;PINK1;NAXE;TBC1D32;SESN2;COTL1;FZD8;OMA1;SLC5A3;MRPS6
MYC KD HUMAN GSE57538 CREEDSID GENE 1753 DOWN	11/309	0.8901950501635267	0.9999952284275633	0	0	0.7194337553862378	0.08368070903921665	MRPL53;FEN1;SMIM15;TSPAN13;PRKAR2B;SCD;DDX20;DHCR24;KCTD12;TMEM170B;SMIM10
