NM_001005484.2	NP_001005484.2
NM_004627.6	NP_004618.2
NM_001350293.1	NP_001337222.1
NM_001146218.3	NP_001139690.1
NM_001384292.1	NP_001371221.1
XM_011529470.2	XP_011527772.1
NM_001384287.1	NP_001371216.1
XM_011529465.2	XP_011527767.1
XM_047440694.1	XP_047296650.1
NM_001384285.1	NP_001371214.1
NM_001384296.1	NP_001371225.1
NM_001384286.1	NP_001371215.1
XM_011529462.2	XP_011527764.1
NM_001384289.1	NP_001371218.1
XM_047440686.1	XP_047296642.1
NM_001384294.1	NP_001371223.1
NM_001384295.1	NP_001371224.1
XM_047440697.1	XP_047296653.1
XM_011529468.2	XP_011527770.1
XM_011529464.2	XP_011527766.1
XM_047440685.1	XP_047296641.1
NM_001384293.1	NP_001371222.1
NM_152505.4	NP_689718.1
XM_011529459.2	XP_011527761.1
XM_017028274.2	XP_016883763.1
XM_047440696.1	XP_047296652.1
XM_047440695.1	XP_047296651.1
XM_047440684.1	XP_047296640.1
XM_011529467.2	XP_011527769.1
XM_047440689.1	XP_047296645.1
XM_011529461.2	XP_011527763.1
XM_011529460.2	XP_011527762.1
XM_047440690.1	XP_047296646.1
XM_047440687.1	XP_047296643.1
XM_011529466.2	XP_011527768.1
NM_001384291.1	NP_001371220.1
XM_011529463.3	XP_011527765.1
XM_047440692.1	XP_047296648.1
XM_047440693.1	XP_047296649.1
NM_001384288.1	NP_001371217.1
XM_011529458.2	XP_011527760.1
XM_047440691.1	XP_047296647.1
XM_047440688.1	XP_047296644.1
NM_001384303.1	NP_001371232.1
NM_001384311.1	NP_001371240.1
NM_001384304.1	NP_001371233.1
NM_001384302.1	NP_001371231.1
NM_001384308.1	NP_001371237.1
NM_001384298.1	NP_001371227.1
NM_001384309.1	NP_001371238.1
NM_001384310.1	NP_001371239.1
NM_001384306.1	NP_001371235.1
NM_001384313.1	NP_001371242.1
NM_001384300.1	NP_001371229.1
XM_047440698.1	XP_047296654.1
NM_001384299.1	NP_001371228.1
NM_001384312.1	NP_001371241.1
NM_001384305.1	NP_001371234.1
NM_001384297.1	NP_001371226.1
NM_001384307.1	NP_001371236.1
NM_001384301.1	NP_001371230.1
NM_001317742.1	NP_001304671.1
NM_001001713.1	NP_001001713.1
NM_001317741.1	NP_001304670.1
NM_007341.3	NP_031367.2
NM_001317740.2	NP_001304669.2
NM_001356336.2	NP_001343265.1
NM_001278650.2	NP_001265579.1
NM_001356338.2	NP_001343267.1
NM_001356339.2	NP_001343268.1
NM_033171.3	NP_149361.1
NM_033172.3	NP_149362.2
NM_006057.3	NP_006048.1
NM_033170.3	NP_149360.1
XM_047440699.1	XP_047296655.1
NM_001080444.2	NP_001073913.1
NM_006198.3	NP_006189.2
NM_001271534.3	NP_001258463.1
NM_001389.5	NP_001380.2
XM_017028281.2	XP_016883770.1
NM_012105.5	NP_036237.2
NM_138992.3	NP_620477.1
NM_138991.3	NP_620476.1
XM_017028314.2	XP_016883803.1
XM_011529649.3	XP_011527951.1
NM_058186.4	NP_478066.3
NM_206964.2	NP_996847.1
XM_011529648.3	XP_011527950.3
NM_002463.2	NP_002454.1
XM_011529573.3	XP_011527875.1
XM_024452080.2	XP_024307848.1
XM_047440780.1	XP_047296736.1
XM_047440779.1	XP_047296735.1
XM_005260983.6	XP_005261040.1
XM_047440781.1	XP_047296737.1
XM_005260984.2	XP_005261041.1
XM_047440782.1	XP_047296738.1
XM_047440783.1	XP_047296739.1
XM_011529572.3	XP_011527874.1
XM_017028349.3	XP_016883838.1
NM_001144925.2	NP_001138397.1
XM_047440771.1	XP_047296727.1
XM_047440769.1	XP_047296725.1
XM_011529568.3	XP_011527870.1
XM_047440765.1	XP_047296721.1
XM_047440766.1	XP_047296722.1
XM_047440767.1	XP_047296723.1
XM_047440768.1	XP_047296724.1
XM_047440770.1	XP_047296726.1
XM_005260978.5	XP_005261035.1
XM_017028352.2	XP_016883841.1
XM_005260980.3	XP_005261037.1
XM_047440772.1	XP_047296728.1
XM_017028351.3	XP_016883840.1
XM_005260982.3	XP_005261039.1
XM_047440774.1	XP_047296730.1
XM_005260981.3	XP_005261038.1
XM_047440773.1	XP_047296729.1
NM_002462.5	NP_002453.2
NM_001178046.3	NP_001171517.1
XM_047440776.1	XP_047296732.1
XM_047440777.1	XP_047296733.1
XM_047440775.1	XP_047296731.1
XM_047440778.1	XP_047296734.1
XM_011529570.4	XP_011527872.1
NM_001282920.1	NP_001269849.1
NM_005656.4	NP_005647.3
NM_001382720.1	NP_001369649.1
NM_001135099.1	NP_001128571.1
NM_020639.3	NP_065690.2
XM_047440940.1	XP_047296896.1
XM_047440938.1	XP_047296894.1
XM_047440939.1	XP_047296895.1
XM_017028425.2	XP_016883914.1
XM_047440937.1	XP_047296893.1
XM_011529675.2	XP_011527977.1
XM_047440935.1	XP_047296891.1
XM_011529674.2	XP_011527976.2
XM_006724040.3	XP_006724103.2
NM_001040424.3	NP_001035514.2
XM_006724039.3	XP_006724102.2
NM_001282934.2	NP_001269863.2
XM_011529683.2	XP_011527985.2
NM_022115.7	NP_071398.5
XM_011529678.3	XP_011527980.1
XM_011529681.4	XP_011527983.1
XM_011529676.3	XP_011527978.1
XM_047440936.1	XP_047296892.1
XM_011529677.3	XP_011527979.1
XM_011529679.3	XP_011527981.1
NM_015500.2	NP_056315.1
XM_011529522.3	XP_011527824.1
XM_011529523.3	XP_011527825.1
NM_199050.3	NP_950251.1
XM_005261109.5	XP_005261166.1
NM_001320729.2	NP_001307658.1
NM_020727.5	NP_065778.3
NM_001098403.2	NP_001091873.1
NM_001098402.2	NP_001091872.1
NM_001320731.2	NP_001307660.1
XM_047440793.1	XP_047296749.1
XM_011529588.3	XP_011527890.1
XM_047440788.1	XP_047296744.1
XM_047440792.1	XP_047296748.1
XM_017028360.2	XP_016883849.1
XM_047440794.1	XP_047296750.1
XM_047440786.1	XP_047296742.1
XM_047440795.1	XP_047296751.1
XM_047440790.1	XP_047296746.1
XM_047440787.1	XP_047296743.1
XM_047440796.1	XP_047296752.1
XM_047440791.1	XP_047296747.1
XM_005261121.4	XP_005261178.1
XM_047440797.1	XP_047296753.1
XM_047440789.1	XP_047296745.1
NM_001199527.3	NP_001186456.2
NM_001199528.4	NP_001186457.3
NM_173568.4	NP_775839.4
NM_001004416.3	NP_001004416.3
XM_017028507.1	XP_016883996.1
XM_011529797.1	XP_011528099.1
NM_207627.2	NP_997510.1
NM_207628.1	NP_997511.1
NM_207629.2	NP_997512.1
XM_047441054.1	XP_047297010.1
NM_004915.4	NP_004906.3
XM_047441055.1	XP_047297011.1
NM_016818.3	NP_058198.2
XM_011529807.4	XP_011528109.1
XM_011529806.2	XP_011528108.1
XM_047441053.1	XP_047297009.1
NM_207174.1	NP_997057.1
XM_024452141.2	XP_024307909.1
NM_003226.4	NP_003217.4
NM_005423.5	NP_005414.1
NM_003225.3	NP_003216.1
NM_001256317.3	NP_001243246.1
NM_024022.4	NP_076927.1
NM_032404.3	NP_115780.1
NM_032405.2	NP_115781.1
XM_047440831.1	XP_047296787.1
NM_018961.4	NP_061834.1
XM_047440833.1	XP_047296789.1
XM_047440832.1	XP_047296788.1
NM_001001895.3	NP_001001895.1
NM_001243467.2	NP_001230396.1
XM_047440836.1	XP_047296792.1
XM_047440834.1	XP_047296790.1
XM_047440837.1	XP_047296793.1
XM_011529609.3	XP_011527911.1
XM_047440838.1	XP_047296794.1
XM_047440839.1	XP_047296795.1
XM_047440835.1	XP_047296791.1
XM_047440840.1	XP_047296796.1
NM_001286506.2	NP_001273435.1
XM_011529786.2	XP_011528088.1
NM_080860.4	NP_543136.1
XM_005261208.3	XP_005261265.1
NM_018964.4	NP_061837.3
NM_001320537.2	NP_001307466.1
XM_047440843.1	XP_047296799.1
XM_017028379.2	XP_016883868.1
XM_047440842.1	XP_047296798.1
XM_017028377.2	XP_016883866.1
XM_017028381.2	XP_016883870.1
XM_047440845.1	XP_047296801.1
XM_047440849.1	XP_047296805.1
XM_047440844.1	XP_047296800.1
XM_017028380.2	XP_016883869.1
XM_047440850.1	XP_047296806.1
XM_047440846.1	XP_047296802.1
XM_047440848.1	XP_047296804.1
XM_017028383.2	XP_016883872.2
XM_047440847.1	XP_047296803.1
XM_011529614.4	XP_011527916.1
XM_011529615.3	XP_011527917.1
XM_017028376.3	XP_016883865.1
NM_001315533.2	NP_001302462.1
NM_001001570.2	NP_001001570.1
NM_002606.3	NP_002597.1
NM_001001567.2	NP_001001567.1
XM_017028366.2	XP_016883855.1
NM_001001583.2	NP_001001583.1
NM_001001574.2	NP_001001574.1
NM_001001579.2	NP_001001579.1
NM_001001582.2	NP_001001582.1
NM_001001585.2	NP_001001585.1
NM_001001571.2	NP_001001571.1
NM_001001578.2	NP_001001578.1
NM_001001577.2	NP_001001577.1
NM_001001584.3	NP_001001584.1
NM_001001581.2	NP_001001581.1
NM_001001568.2	NP_001001568.1
NM_001001569.2	NP_001001569.1
NM_001001576.2	NP_001001576.1
NM_001001573.2	NP_001001573.1
NM_001001572.2	NP_001001572.1
NM_001001575.2	NP_001001575.1
NM_001001580.2	NP_001001580.1
XM_011529600.3	XP_011527902.1
XM_011529598.3	XP_011527900.1
XM_017028264.2	XP_016883753.1
NM_033661.5	NP_387510.1
XM_011529433.2	XP_011527735.1
XM_024452048.2	XP_024307816.1
NM_001260476.2	NP_001247405.1
XM_024452047.2	XP_024307815.1
NM_001260475.2	NP_001247404.1
XM_017028263.2	XP_016883752.1
NM_001260474.2	NP_001247403.1
NM_018669.6	NP_061139.2
NM_001260477.2	NP_001247406.1
XM_011529586.3	XP_011527888.1
NM_021075.4	NP_066553.3
XM_017028359.2	XP_016883848.1
NM_001001503.2	NP_001001503.1
NM_001308491.2	NP_001295420.1
XM_047440826.1	XP_047296782.1
XM_047440828.1	XP_047296784.1
NM_004571.5	NP_004562.2
NM_001320694.2	NP_001307623.1
NM_001286258.2	NP_001273187.1
XM_047440829.1	XP_047296785.1
XM_047440830.1	XP_047296786.1
XM_047440827.1	XP_047296783.1
XM_047441030.1	XP_047296986.1
NM_001320298.2	NP_001307227.1
XM_047441024.1	XP_047296980.1
XM_047441025.1	XP_047296981.1
NM_001178009.3	NP_001171480.1
NM_001178008.3	NP_001171479.1
XM_047441021.1	XP_047296977.1
XM_047441031.1	XP_047296987.1
XM_047441027.1	XP_047296983.1
XM_047441023.1	XP_047296979.1
XM_017028491.3	XP_016883980.1
NM_000071.3	NP_000062.1
XM_047441020.1	XP_047296976.1
XM_011529777.2	XP_011528079.1
XM_047441028.1	XP_047296984.1
XM_047441029.1	XP_047296985.1
XM_047441026.1	XP_047296982.1
XM_047441022.1	XP_047296978.1
NM_001321072.1	NP_001308001.1
XM_047441033.1	XP_047296989.1
XM_011529783.2	XP_011528085.1
XM_047441019.1	XP_047296975.1
XM_047441018.1	XP_047296974.1
XM_011529774.3	XP_011528076.1
XM_047441017.1	XP_047296973.1
XM_047441032.1	XP_047296988.1
XM_011529743.4	XP_011528045.1
XM_017028468.3	XP_016883957.1
NM_001025203.1	NP_001020374.1
XM_024452129.2	XP_024307897.1
XM_024452131.2	XP_024307899.1
XM_024452130.2	XP_024307898.1
NM_006758.3	NP_006749.1
NM_001025204.2	NP_001020375.1
NM_000394.4	NP_000385.1
NM_001363766.1	NP_001350695.1
XM_047441057.1	XP_047297013.1
XM_011529474.3	XP_011527776.1
NM_173354.5	NP_775490.2
XM_017028269.2	XP_016883758.1
XM_017028268.2	XP_016883757.1
XM_017028267.2	XP_016883756.1
XM_017028270.2	XP_016883759.1
XM_047440677.1	XP_047296633.1
XM_011529443.3	XP_011527745.2
XM_047440674.1	XP_047296630.1
XM_047440675.1	XP_047296631.1
XM_047440678.1	XP_047296634.1
XM_017028272.2	XP_016883761.1
NM_007031.2	NP_008962.1
XM_011529447.3	XP_011527749.1
XM_047440679.1	XP_047296635.1
XM_047440676.1	XP_047296632.1
XM_047441059.1	XP_047297015.1
XM_047441060.1	XP_047297016.1
XM_047441058.1	XP_047297014.1
NM_017445.3	NP_059141.1
NM_015056.3	NP_055871.1
XM_047441005.1	XP_047296961.1
NM_003681.5	NP_003672.1
XM_005261195.3	XP_005261252.2
XM_011529762.3	XP_011528064.1
XM_047441004.1	XP_047296960.1
XM_005261199.3	XP_005261256.1
XM_047441001.1	XP_047296957.1
XM_047441006.1	XP_047296962.1
XM_005261196.4	XP_005261253.1
XM_047441002.1	XP_047296958.1
NM_001331030.2	NP_001317959.1
XM_011529761.2	XP_011528063.1
XM_047441003.1	XP_047296959.1
NM_000100.4	NP_000091.1
NM_003683.6	NP_003674.1
XM_017028485.3	XP_016883974.1
XM_047440922.1	XP_047296878.1
XM_047440916.1	XP_047296872.1
XM_047440921.1	XP_047296877.1
XM_047440915.1	XP_047296871.1
XM_047440923.1	XP_047296879.1
NM_020132.5	NP_064517.1
NM_001369881.1	NP_001356810.1
NM_001369878.1	NP_001356807.1
XM_006724031.4	XP_006724094.1
XM_047440926.1	XP_047296882.1
XM_005261160.5	XP_005261217.1
XM_047440924.1	XP_047296880.1
XM_047440925.1	XP_047296881.1
NM_001369880.1	NP_001356809.1
XM_017028408.2	XP_016883897.1
XM_047440920.1	XP_047296876.1
XM_047440928.1	XP_047296884.1
NM_001037553.2	NP_001032642.1
XM_011529663.3	XP_011527965.2
XM_047440917.1	XP_047296873.1
XM_047440918.1	XP_047296874.1
XM_047440914.1	XP_047296870.1
XM_047440919.1	XP_047296875.1
XM_047440929.1	XP_047296885.1
XM_047440927.1	XP_047296883.1
XM_006724030.4	XP_006724093.1
XM_011529661.3	XP_011527963.2
XM_017028411.2	XP_016883900.1
XM_011529714.3	XP_011528016.1
XM_011529715.3	XP_011528017.1
NM_003274.5	NP_003265.3
XM_005261168.5	XP_005261225.1
XM_011529716.3	XP_011528018.1
XM_017028454.3	XP_016883943.1
XM_011529719.3	XP_011528021.1
XM_047440971.1	XP_047296927.1
XM_011529726.3	XP_011528028.1
XM_011529718.3	XP_011528020.1
XM_047440970.1	XP_047296926.1
XM_011529717.3	XP_011528019.1
XM_011529720.3	XP_011528022.1
XM_011529725.3	XP_011528027.1
XM_011529730.3	XP_011528032.1
XM_047440976.1	XP_047296932.1
XM_047440973.1	XP_047296929.1
XM_011529721.3	XP_011528023.1
XM_047440972.1	XP_047296928.1
XM_011529723.3	XP_011528025.1
XM_011529722.3	XP_011528024.1
XM_047440975.1	XP_047296931.1
XM_011529727.3	XP_011528029.1
XM_047440974.1	XP_047296930.1
NM_001351709.1	NP_001338638.1
NM_005049.3	NP_005040.2
NM_004649.8	NP_004640.4
NM_198155.5	NP_937798.4
NM_001320384.2	NP_001307313.1
NM_001320383.2	NP_001307312.1
XM_017028479.2	XP_016883968.1
XM_011529516.4	XP_011527818.1
XM_011529514.4	XP_011527816.1
XM_047440729.1	XP_047296685.1
XM_047440730.1	XP_047296686.1
XM_047440732.1	XP_047296688.1
NM_001283051.2	NP_001269980.1
NM_001283052.2	NP_001269981.1
NM_001283050.2	NP_001269979.1
NM_015259.6	NP_056074.1
NM_001395918.1	NP_001382847.1
XM_047440731.1	XP_047296687.1
NM_001365759.2	NP_001352688.1
NM_175867.3	NP_787063.1
NM_013369.4	NP_037501.2
NM_000383.4	NP_000374.1
XM_047440822.1	XP_047296778.1
XM_024452085.2	XP_024307853.1
XM_006724011.2	XP_006724074.1
NM_001002021.3	NP_001002021.2
XM_047440825.1	XP_047296781.1
XM_017028369.2	XP_016883858.1
XM_005261135.4	XP_005261192.1
NM_002626.6	NP_002617.3
XM_047440824.1	XP_047296780.1
XM_047440823.1	XP_047296779.1
XM_005261137.5	XP_005261194.1
XM_011529603.3	XP_011527905.1
XM_047440986.1	XP_047296942.1
NM_001271440.2	NP_001258369.1
NM_001271441.2	NP_001258370.1
NM_004928.3	NP_004919.1
XM_047440982.1	XP_047296938.1
XM_047440981.1	XP_047296937.1
XM_047440980.1	XP_047296936.1
XM_047440983.1	XP_047296939.1
XM_006724051.4	XP_006724114.1
NM_001271442.1	NP_001258371.1
XM_047440987.1	XP_047296943.1
XM_047440984.1	XP_047296940.1
XM_047440985.1	XP_047296941.1
XM_011529736.3	XP_011528038.1
XM_017028457.3	XP_016883946.1
NM_001320350.2	NP_001307279.2
NM_003307.4	NP_003298.2
NM_001320351.2	NP_001307280.2
XM_047440977.1	XP_047296933.1
XM_047440978.1	XP_047296934.1
XM_047440979.1	XP_047296935.1
NM_001320352.3	NP_001307281.1
NM_030891.6	NP_112153.1
NM_144991.3	NP_659428.2
NM_001272037.2	NP_001258966.1
NM_198691.3	NP_941964.2
NM_198693.4	NP_941966.1
NM_198696.3	NP_941969.2
NM_198687.2	NP_941960.2
NM_198694.3	NP_941967.3
NM_198688.3	NP_941961.3
NM_198689.3	NP_941962.1
NM_198695.2	NP_941968.2
NM_198690.3	NP_941963.2
NM_181688.3	NP_859016.1
NM_198692.3	NP_941965.2
NM_198698.1	NP_941971.1
NM_198697.2	NP_941970.2
NM_181684.3	NP_859012.1
NM_181686.2	NP_859014.1
NM_198699.1	NP_941972.1
NM_001202489.2	NP_001189418.1
NM_003343.6	NP_003334.2
NM_182688.3	NP_872630.1
NM_006936.3	NP_008867.2
NM_001286416.2	NP_001273345.1
NM_001286822.2	NP_001273751.1
NM_004339.4	NP_004330.1
NM_001127491.3	NP_001120963.2
NM_000211.5	NP_000202.3
NM_001303238.2	NP_001290167.1
XM_006724001.3	XP_006724064.1
XM_047440763.1	XP_047296719.1
NM_001316988.2	NP_001303917.1
NM_058190.4	NP_478070.1
NM_001316983.2	NP_001303912.1
NM_001316986.2	NP_001303915.1
NM_001316984.2	NP_001303913.1
NM_001316985.2	NP_001303914.1
NM_001316987.2	NP_001303916.1
XM_017028481.3	XP_016883970.1
XM_017028482.3	XP_016883971.1
XM_017028251.2	XP_016883740.1
NM_015833.4	NP_056648.1
NM_015834.4	NP_056649.1
NM_001112.4	NP_001103.1
NM_001160230.2	NP_001153702.1
NM_001346688.2	NP_001333617.1
XM_047440660.1	XP_047296616.1
XM_047440661.1	XP_047296617.1
XM_047440665.1	XP_047296621.1
XM_047440667.1	XP_047296623.1
XM_047440662.1	XP_047296618.1
XM_047440663.1	XP_047296619.1
XM_047440666.1	XP_047296622.1
XM_047440664.1	XP_047296620.1
XM_017028244.3	XP_016883733.1
XM_017028253.3	XP_016883742.1
NM_001346687.2	NP_001333616.1
NM_001410722.1	NP_001397651.1
NM_133635.6	NP_598368.2
NM_015227.6	NP_056042.1
XM_047440723.1	XP_047296679.1
XM_017028306.3	XP_016883795.1
XM_047440721.1	XP_047296677.1
XM_006723981.5	XP_006724044.1
XM_011529504.4	XP_011527806.1
XM_011529507.4	XP_011527809.1
XM_047440727.1	XP_047296683.1
XM_011529510.3	XP_011527812.1
XM_047440728.1	XP_047296684.1
XM_047440725.1	XP_047296681.1
XM_047440724.1	XP_047296680.1
XM_047440722.1	XP_047296678.1
XM_011529508.4	XP_011527810.1
XM_011529509.4	XP_011527811.1
XM_047440726.1	XP_047296682.1
XM_011529511.4	XP_011527813.1
XM_011529513.4	XP_011527815.1
NM_001379500.1	NP_001366429.1
NM_130444.3	NP_569711.2
NM_030582.4	NP_085059.2
XM_047440963.1	XP_047296919.1
XM_047440964.1	XP_047296920.1
XM_047440957.1	XP_047296913.1
NM_001352511.3	NP_001339440.1
NM_001205206.4	NP_001192135.1
XM_047440960.1	XP_047296916.1
XM_047440955.1	XP_047296911.1
XM_047440965.1	XP_047296921.1
XM_047440962.1	XP_047296918.1
XM_047440961.1	XP_047296917.1
XM_011529700.3	XP_011528002.1
XM_047440954.1	XP_047296910.1
XM_011529696.3	XP_011527998.1
XM_017028443.2	XP_016883932.2
NM_194255.4	NP_919231.1
NM_001352510.2	NP_001339439.1
XM_011529702.3	XP_011528004.1
NM_001352512.2	NP_001339441.1
XM_047440958.1	XP_047296914.1
XM_011529698.3	XP_011528000.1
XM_011529703.3	XP_011528005.1
XM_047440956.1	XP_047296912.1
XM_047440959.1	XP_047296915.1
XM_011529706.4	XP_011528008.1
NM_001205207.3	NP_001192136.1
XM_047440874.1	XP_047296830.1
XM_047440861.1	XP_047296817.1
XM_047440856.1	XP_047296812.1
XM_047440858.1	XP_047296814.1
NM_001382284.1	NP_001369213.1
XM_047440863.1	XP_047296819.1
XM_047440872.1	XP_047296828.1
NM_001382286.1	NP_001369215.1
XM_047440853.1	XP_047296809.1
XM_047440859.1	XP_047296815.1
XM_047440865.1	XP_047296821.1
XM_047440879.1	XP_047296835.1
XM_047440877.1	XP_047296833.1
NM_001348242.2	NP_001335171.1
NM_001382276.1	NP_001369205.1
XM_047440852.1	XP_047296808.1
NM_001348239.2	NP_001335168.1
NM_001384156.1	NP_001371085.1
XM_047440864.1	XP_047296820.1
NM_001348241.2	NP_001335170.1
XM_047440873.1	XP_047296829.1
XM_047440881.1	XP_047296837.1
NM_001382285.1	NP_001369214.1
NM_001382283.1	NP_001369212.1
NM_001348238.2	NP_001335167.1
NM_001382282.1	NP_001369211.1
XM_047440876.1	XP_047296832.1
XM_047440857.1	XP_047296813.1
XM_047440860.1	XP_047296816.1
XM_047440867.1	XP_047296823.1
XM_047440875.1	XP_047296831.1
NM_001348240.2	NP_001335169.1
XM_047440854.1	XP_047296810.1
NM_001382288.1	NP_001369217.1
XM_047440866.1	XP_047296822.1
XM_047440868.1	XP_047296824.1
XM_047440870.1	XP_047296826.1
NM_001382287.1	NP_001369216.1
NM_001382281.1	NP_001369210.1
XM_047440882.1	XP_047296838.1
XM_047440885.1	XP_047296841.1
XM_047440888.1	XP_047296844.1
XM_047440891.1	XP_047296847.1
XM_047440889.1	XP_047296845.1
XM_047440886.1	XP_047296842.1
XM_047440890.1	XP_047296846.1
XM_047440887.1	XP_047296843.1
XM_047440884.1	XP_047296840.1
XM_024452090.2	XP_024307858.1
XM_047440871.1	XP_047296827.1
XM_047440862.1	XP_047296818.1
XM_047440878.1	XP_047296834.1
XM_047440855.1	XP_047296811.1
XM_047440880.1	XP_047296836.1
XM_047440883.1	XP_047296839.1
XM_047440869.1	XP_047296825.1
NM_001348243.2	NP_001335172.1
NM_001382277.1	NP_001369206.1
NM_001382279.1	NP_001369208.1
NM_001348245.2	NP_001335174.1
NM_020528.3	NP_065389.2
NM_001348244.2	NP_001335173.1
NM_001382278.1	NP_001369207.1
NM_001130141.2	NP_001123613.1
NM_001848.3	NP_001839.2
NM_001849.4	NP_001840.3
NM_058175.3	NP_478055.2
NM_058174.3	NP_478054.2
NM_001320412.2	NP_001307341.1
NM_006657.3	NP_006648.1
NM_206965.2	NP_996848.1
NM_032261.5	NP_115637.3
XM_005261188.6	XP_005261245.1
NM_001142854.2	NP_001136326.1
XM_011529756.3	XP_011528058.1
NM_001145436.2	NP_001138908.1
NM_001001438.3	NP_001001438.1
NM_002340.6	NP_002331.3
NM_001145437.2	NP_001138909.1
XM_005261205.5	XP_005261262.1
XM_005261204.6	XP_005261261.1
XM_005261203.5	XP_005261260.1
NM_003906.5	NP_003897.2
XM_047440898.1	XP_047296854.1
XM_047440901.1	XP_047296857.1
XM_011529633.3	XP_011527935.1
XM_047440897.1	XP_047296853.1
XM_017028394.2	XP_016883883.2
XM_011529631.3	XP_011527933.1
XM_047440900.1	XP_047296856.1
XM_047440899.1	XP_047296855.1
XM_011529634.3	XP_011527936.3
XM_011529635.3	XP_011527937.1
XM_011529630.3	XP_011527932.1
XM_011529629.3	XP_011527931.1
XM_047440902.1	XP_047296858.1
XM_047440903.1	XP_047296859.1
NM_058181.3	NP_478061.1
NM_001314022.2	NP_001300951.1
NM_001314025.2	NP_001300954.1
XM_005261156.5	XP_005261213.3
NM_001314023.2	NP_001300952.1
NM_001314024.2	NP_001300953.1
NM_001314026.2	NP_001300955.1
NM_001006114.3	NP_001006114.1
XM_006724018.5	XP_006724081.1
XM_011529619.4	XP_011527921.1
XM_047440894.1	XP_047296850.1
NM_001286462.2	NP_001273391.1
XM_011529620.4	XP_011527922.1
NM_001286477.2	NP_001273406.1
XM_047440893.1	XP_047296849.1
XM_047440892.1	XP_047296848.1
XM_005261148.6	XP_005261205.1
NM_058180.5	NP_478060.2
NM_001286476.2	NP_001273405.1
XM_011529623.4	XP_011527925.1
XM_047440895.1	XP_047296851.1
XM_017028392.2	XP_016883881.1
NM_001286463.1	NP_001273392.1
XM_017028393.2	XP_016883882.1
XM_011529624.3	XP_011527926.1
XM_047440896.1	XP_047296852.1
XM_011529628.3	XP_011527930.1
NM_006031.6	NP_006022.3
NM_001315529.2	NP_001302458.1
NM_001414902.1	NP_001401831.1
NM_001353943.2	NP_001340872.1
NM_001353942.2	NP_001340871.1
NM_001410751.1	NP_001397680.1
NM_015151.4	NP_055966.2
NM_001146116.2	NP_001139588.1
XM_047440707.1	XP_047296663.1
XM_017028293.2	XP_016883782.1
XM_047440710.1	XP_047296666.1
XM_047440711.1	XP_047296667.1
XM_047440708.1	XP_047296664.1
XM_047440712.1	XP_047296668.1
XM_047440713.1	XP_047296669.1
XM_047440715.1	XP_047296671.1
XM_017028302.3	XP_016883791.1
XM_047440714.1	XP_047296670.1
XM_047440716.1	XP_047296672.1
XM_011529501.2	XP_011527803.1
XM_047440717.1	XP_047296673.1
XM_047440718.1	XP_047296674.1
XM_047440719.1	XP_047296675.1
XM_047440720.1	XP_047296676.1
XM_011529502.2	XP_011527804.1
NM_206889.3	NP_996772.1
NM_206890.3	NP_996773.1
NM_001146115.2	NP_001139587.1
NM_001353944.2	NP_001340873.1
NM_206891.3	NP_996774.1
NM_006272.3	NP_006263.1
XM_017028424.3	XP_016883913.1
NM_206962.4	NP_996845.1
XM_006723998.5	XP_006724061.1
XM_006724000.4	XP_006724063.1
XM_005261111.5	XP_005261168.1
XM_047440759.1	XP_047296715.1
NM_001535.5	NP_001526.2
NM_001286677.2	NP_001273606.1
NM_001242864.3	NP_001229793.1
NM_001286676.2	NP_001273605.1
NM_001286678.2	NP_001273607.1
NM_001242866.3	NP_001229795.1
NM_001242865.3	NP_001229794.1
XM_006723999.4	XP_006724062.1
XM_047440761.1	XP_047296717.1
XM_047440760.1	XP_047296716.1
ID=cds-LOC124905154	LOC124905154
NM_001005239.2	NP_001005239.2
NM_001136213.1	NP_001129685.1
NM_014406.5	NP_055221.1
NM_001386956.1	NP_001373885.1
NM_001386957.1	NP_001373886.1
NM_001386955.1	NP_001373884.1
NM_175878.5	NP_787074.2
NM_001318251.3	NP_001305180.1
XM_047441151.1	XP_047297107.1
NM_001366857.1	NP_001353786.1
XM_011546114.3	XP_011544416.1
NM_001037814.1	NP_001032903.1
XM_017028575.2	XP_016884064.1
XM_047441117.1	XP_047297073.1
XM_011546117.2	XP_011544419.1
XM_011546116.3	XP_011544418.1
NM_014339.7	NP_055154.3
NM_001289905.2	NP_001276834.1
NM_001163079.2	NP_001156551.1
